Cancer Type,Sentence
Gastric Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 1.9833333492279053 AND Sex is 1 AND VAR_TYPE_SX is 1 AND Hugo_Symbol > 8.5 AND Protein_position > 1514.5 AND Diagnosis Age > 70.5 AND Variant_Type <= 2.5 AND End_Position <= 112175936.0, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 1.9833333492279053 AND Sex is 1 AND VAR_TYPE_SX is 1 AND Hugo_Symbol > 8.5 AND Protein_position > 1514.5 AND Diagnosis Age > 70.5 AND Variant_Type <= 2.5 AND End_Position > 112175936.0, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 1.9833333492279053 AND Sex is 1 AND VAR_TYPE_SX is 1 AND Hugo_Symbol > 8.5 AND Protein_position > 1514.5 AND Diagnosis Age > 70.5 AND Variant_Type > 2.5, then the class is Gastric Cancer."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.45000000298023224 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 15.5, then the class is Soft Tissue Sarcoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Codons <= 590.5 AND Diagnosis Age <= 19.0, then the class is Liver Hepatocellular Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 19.0 AND Codons <= 590.5 AND VAR_TYPE_SX is 0, then the class is Soft Tissue Sarcoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 19.0 AND Codons <= 590.5 AND VAR_TYPE_SX is 1, then the class is Intrahepatic Cholangiocarcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Diagnosis Age > 15.5 AND Hugo_Symbol <= 283.0 AND Codons <= 3541.5, then the class is Soft Tissue Sarcoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Diagnosis Age > 15.5 AND Codons > 3541.5 AND Hugo_Symbol <= 283.0, then the class is Intrahepatic Cholangiocarcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Diagnosis Age > 15.5 AND Codons > 590.5 AND Hugo_Symbol <= 328.0 AND Protein_position <= 228.5, then the class is Intrahepatic Cholangiocarcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Diagnosis Age > 15.5 AND Codons > 590.5 AND Hugo_Symbol <= 328.0 AND Protein_position > 228.5, then the class is Liver Hepatocellular Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.2500000074505806 AND Sex is 1 AND Hugo_Symbol > 328.0 AND Diagnosis Age > 15.5 AND Codons > 590.5, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 15.5 AND TMB (nonsynonymous) > 0.2500000074505806, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number <= 89.0 AND chr_8 is 0 AND SNP_event <= 1051.5 AND Codons <= 2710.0, then the class is Colorectal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number <= 89.0 AND chr_8 is 0 AND SNP_event <= 1051.5 AND Codons > 2710.0, then the class is Soft Tissue Sarcoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number <= 89.0 AND chr_8 is 0 AND SNP_event > 1051.5, then the class is Soft Tissue Sarcoma."
Gastric Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number <= 89.0 AND chr_8 is 1, then the class is Gastric Cancer."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol <= 82.0 AND chr_X is 0, then the class is Liver Hepatocellular Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol <= 82.0 AND chr_X is 1, then the class is Intrahepatic Cholangiocarcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Protein_position <= 450.0 AND Hugo_Symbol <= 111.5, then the class is Soft Tissue Sarcoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 4303732.0 AND Exon_Number > 89.0 AND Hugo_Symbol > 111.5 AND Protein_position <= 450.0, then the class is Soft Tissue Sarcoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Exon_Number > 89.0 AND Hugo_Symbol > 111.5 AND Protein_position <= 450.0 AND Start_Position > 4303732.0, then the class is Liver Hepatocellular Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol > 82.0 AND Protein_position > 450.0 AND Codons <= 1607.0, then the class is Soft Tissue Sarcoma."
Gastric Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol > 82.0 AND Protein_position > 450.0 AND Codons > 1607.0 AND SNP_event <= 1528.5, then the class is Gastric Cancer."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol > 82.0 AND Protein_position > 450.0 AND SNP_event > 1528.5 AND Codons <= 2662.5, then the class is Non Small Cell Lung Cancer."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND Hugo_Symbol > 82.0 AND Protein_position > 450.0 AND Codons > 2662.5 AND SNP_event > 1528.5, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Diagnosis Age > 22.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND SNP_event <= 643.0, then the class is Colorectal Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Start_Position <= 118881272.0 AND Exon_Number > 89.0 AND SNP_event > 643.0 AND Diagnosis Age <= 26.5, then the class is Intrahepatic Cholangiocarcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Diagnosis Age > 26.5 AND Start_Position <= 118881272.0 AND SNP_event > 643.0 AND Exon_Number <= 275.0, then the class is Gastric Cancer."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Diagnosis Age > 26.5 AND Start_Position <= 118881272.0 AND Exon_Number > 275.0 AND SNP_event > 643.0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Diagnosis Age > 22.5 AND Start_Position <= 7576195.5 AND Exon_Number > 89.0 AND SNP_event > 1050.0, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 329.5 AND Diagnosis Age > 22.5 AND Exon_Number > 89.0 AND SNP_event > 1050.0 AND Start_Position > 7576195.5, then the class is Liver Hepatocellular Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND Start_Position > 118881272.0, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Diagnosis Age <= 29.5, then the class is Colorectal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Codons <= 1220.0 AND SNP_event <= 1050.5 AND Protein_position <= 526.0, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Codons <= 1220.0 AND SNP_event <= 1050.5 AND Protein_position > 526.0, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Codons <= 1220.0 AND SNP_event > 1050.5, then the class is Colorectal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Codons > 1220.0, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 27.5 AND Hugo_Symbol <= 229.0, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 229.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 26.0 AND Protein_position <= 202.0, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 229.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 26.0 AND Protein_position > 202.0, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 229.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age > 26.0, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 29.0, then the class is Liver Hepatocellular Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Codons <= 966.5 AND chr_7 is 0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Codons <= 966.5 AND chr_7 is 1, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Codons > 966.5 AND Start_Position <= 7577136.0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 29.0 AND TMB (nonsynonymous) > 0.18333333730697632 AND Codons > 966.5 AND Start_Position > 7577136.0, then the class is Colorectal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age <= 28.0, then the class is Soft Tissue Sarcoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event <= 493.5 AND VAR_TYPE_SX is 0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event <= 493.5 AND VAR_TYPE_SX is 1, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number <= 477.0 AND missense_variant is 0 AND chr_17 is 0, then the class is Liver Hepatocellular Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number <= 477.0 AND missense_variant is 0 AND chr_17 is 1, then the class is Intrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number <= 477.0 AND missense_variant is 1 AND Hugo_Symbol <= 177.0 AND Protein_position <= 122.5, then the class is Colorectal Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number <= 477.0 AND missense_variant is 1 AND Hugo_Symbol <= 177.0 AND Protein_position > 122.5, then the class is Intrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 177.0 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number <= 477.0 AND missense_variant is 1, then the class is Colorectal Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number > 477.0 AND stop_gained is 0, then the class is Intrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 493.5 AND Exon_Number > 477.0 AND stop_gained is 1, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 28.0 AND TMB (nonsynonymous) > 0.2500000074505806 AND SNP_event > 1530.0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 22.5 AND TMB (nonsynonymous) > 0.28333334624767303, then the class is Colorectal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons <= 617.0 AND Hugo_Symbol <= 197.0 AND Exon_Number <= 108.5, then the class is Soft Tissue Sarcoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons <= 617.0 AND Hugo_Symbol <= 197.0 AND Exon_Number > 108.5, then the class is Colorectal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Hugo_Symbol > 197.0 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons <= 617.0, then the class is Esophageal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons > 617.0 AND chr_6 is 0 AND chr_9 is 0, then the class is Liver Hepatocellular Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons > 617.0 AND chr_6 is 0 AND chr_9 is 1, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 31.5 AND Protein_position <= 11.0 AND Codons > 617.0 AND chr_6 is 1, then the class is Pancreatic Cancer."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.05000000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND Diagnosis Age <= 43.5, then the class is Intrahepatic Cholangiocarcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.05000000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND Diagnosis Age <= 46.0, then the class is Pancreatic Cancer."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND TMB (nonsynonymous) <= 0.05000000074505806 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND Diagnosis Age > 46.0, then the class is Intrahepatic Cholangiocarcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND Diagnosis Age <= 39.5 AND TMB (nonsynonymous) <= 0.11666667088866234 AND chr_9 is 0, then the class is Non Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.11666667088866234 AND chr_9 is 0 AND Diagnosis Age > 39.5, then the class is Colorectal Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND Diagnosis Age <= 40.5 AND chr_9 is 0 AND TMB (nonsynonymous) > 0.11666667088866234, then the class is Pancreatic Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND Diagnosis Age > 40.5 AND SNP_event <= 830.0 AND Codons <= 1797.5, then the class is Colorectal Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND SNP_event <= 830.0 AND Codons > 1797.5 AND Diagnosis Age <= 44.0, then the class is Pancreatic Cancer."
Gallbladder Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND SNP_event <= 830.0 AND Codons > 1797.5 AND Diagnosis Age > 44.0, then the class is Gallbladder Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND Diagnosis Age > 48.0 AND SNP_event <= 830.0 AND Codons > 1797.5, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND SNP_event > 830.0 AND Diagnosis Age <= 49.5, then the class is Pancreatic Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND SNP_event > 830.0 AND Diagnosis Age <= 50.5, then the class is Gastric Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.15000000596046448 AND chr_9 is 0 AND SNP_event > 830.0 AND Diagnosis Age <= 51.5, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 11.0 AND TMB (nonsynonymous) <= 0.0833333358168602 AND chr_9 is 0 AND Diagnosis Age > 51.5 AND SNP_event > 830.0, then the class is Pancreatic Cancer."
